prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8878; levenshtein=0.8000; semantic=0.9012; sequence_match=0.8421,False,0.877,True,selected
DatatypeProperty,release date,purchase date,sequence_match+jaro_winkler+semantic,jaro_winkler=0.6730; levenshtein=0.5833; semantic=0.6083; sequence_match=0.6957,False,0.659,False,top-3 avg score 0.6590 < final_threshold 0.7
DatatypeProperty,release date,play date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6540; levenshtein=0.5455; semantic=0.5833; sequence_match=0.6316,False,0.623,False,top-3 avg score 0.6230 < final_threshold 0.7
DatatypeProperty,username,purchase date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.4464; sequence_match=0.5000,False,0.5284,False,top-3 avg score 0.5284 < final_threshold 0.7
DatatypeProperty,username,release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5239; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
DatatypeProperty,start time,location name,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4732; sequence_match=0.4762,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
DatatypeProperty,release date,purchase amount,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6025; levenshtein=0.2143; semantic=0.4286; sequence_match=0.4800,False,0.5037,False,top-3 avg score 0.5037 < final_threshold 0.7
DatatypeProperty,username,location name,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.3333; semantic=0.5715; sequence_match=0.4000,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
DatatypeProperty,end time,location name,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4098; sequence_match=0.4211,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
DatatypeProperty,event time,release date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.5420; sequence_match=0.4000,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.7
DatatypeProperty,event time,location name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4709; sequence_match=0.3810,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
DatatypeProperty,release date,has username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5030; levenshtein=0.2727; semantic=0.4812; sequence_match=0.4545,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.7
DatatypeProperty,username,purchase amount,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6151; levenshtein=0.2143; semantic=0.3642; sequence_match=0.4545,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.7
DatatypeProperty,end time,release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4820; sequence_match=0.4444,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.7
DatatypeProperty,event time,time spent before first IAP,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6206; levenshtein=0.2609; semantic=0.5248; sequence_match=0.2500,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
DatatypeProperty,event time,has username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4002; sequence_match=0.4000,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.7
DatatypeProperty,start time,time spent before first IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5512; levenshtein=0.2174; semantic=0.5902; sequence_match=0.2500,False,0.4638,False,top-3 avg score 0.4638 < final_threshold 0.7
DatatypeProperty,start time,has username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.4452; sequence_match=0.4000,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.7
DatatypeProperty,release date,location name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.4423; sequence_match=0.3478,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.7
DatatypeProperty,start time,play duration hours,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.5610; sequence_match=0.3077,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.7
DatatypeProperty,end time,play duration hours,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5350; levenshtein=0.1765; semantic=0.5559; sequence_match=0.2500,False,0.447,False,top-3 avg score 0.4470 < final_threshold 0.7
DatatypeProperty,end time,time spent before first IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5393; levenshtein=0.1739; semantic=0.5265; sequence_match=0.2667,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.7
DatatypeProperty,start time,play date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5043; sequence_match=0.2353,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.7
DatatypeProperty,start time,release date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.1818; semantic=0.5451; sequence_match=0.3000,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.7
DatatypeProperty,username,play date,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.5222; sequence_match=0.1250,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
DatatypeProperty,end time,purchase date,sequence_match+semantic+jaro_winkler,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4155; sequence_match=0.4211,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
DatatypeProperty,end time,play date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.4858; sequence_match=0.1333,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.7
DatatypeProperty,event time,purchase date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.4890; sequence_match=0.1905,False,0.4024,False,top-3 avg score 0.4024 < final_threshold 0.7
DatatypeProperty,end time,has username,sequence_match+semantic+jaro_winkler,jaro_winkler=0.3225; levenshtein=0.1818; semantic=0.4382; sequence_match=0.4444,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.7
DatatypeProperty,start time,purchase date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.4645; sequence_match=0.2857,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.7
DatatypeProperty,release date,time spent before first IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.1739; semantic=0.4362; sequence_match=0.1765,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.7
DatatypeProperty,event time,play date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5195; sequence_match=0.1176,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
DatatypeProperty,release date,play duration hours,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.1176; semantic=0.3775; sequence_match=0.2143,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
DatatypeProperty,release date,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.4423; sequence_match=0.2000,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.7
DatatypeProperty,username,kill count,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.4433; sequence_match=0.2353,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
DatatypeProperty,username,time spent before first IAP,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5592; levenshtein=0.1304; semantic=0.3819; sequence_match=0.1290,False,0.3572,False,top-3 avg score 0.3572 < final_threshold 0.7
DatatypeProperty,event time,purchase amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4550; levenshtein=0.0714; semantic=0.3490; sequence_match=0.2609,False,0.355,False,top-3 avg score 0.3550 < final_threshold 0.7
DatatypeProperty,end time,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.3898; sequence_match=0.2500,False,0.3526,False,top-3 avg score 0.3526 < final_threshold 0.7
DatatypeProperty,start time,purchase amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.0714; semantic=0.3770; sequence_match=0.1739,False,0.3517,False,top-3 avg score 0.3517 < final_threshold 0.7
DatatypeProperty,event time,play duration hours,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4466; levenshtein=0.1176; semantic=0.4154; sequence_match=0.1538,False,0.3386,False,top-3 avg score 0.3386 < final_threshold 0.7
DatatypeProperty,username,play duration hours,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4118; levenshtein=0.1176; semantic=0.4114; sequence_match=0.1600,False,0.3277,False,top-3 avg score 0.3277 < final_threshold 0.7
DatatypeProperty,event time,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.3365; sequence_match=0.2222,False,0.322,False,top-3 avg score 0.3220 < final_threshold 0.7
DatatypeProperty,end time,purchase amount,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.0714; semantic=0.3436; sequence_match=0.2857,False,0.3129,False,top-3 avg score 0.3129 < final_threshold 0.7
DatatypeProperty,start time,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4047; sequence_match=0.1111,False,0.3078,False,top-3 avg score 0.3078 < final_threshold 0.7
