prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns achievement,obtains achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8490; levenshtein=0.7778; semantic=0.8541; sequence_match=0.8485,False,0.8506,True,selected
ObjectProperty,is leaderboard in game,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4392; levenshtein=0.1053; semantic=0.3561; sequence_match=0.2000,False,0.3318,False,top-3 avg score 0.3318 < final_threshold 0.7
ObjectProperty,is achievement in game,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4392; levenshtein=0.1579; semantic=0.3546; sequence_match=0.2000,False,0.3313,False,top-3 avg score 0.3313 < final_threshold 0.7
ObjectProperty,is session in game,for player,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2852; levenshtein=0.1333; semantic=0.5740; sequence_match=0.0833,False,0.3308,False,top-3 avg score 0.3308 < final_threshold 0.7
ObjectProperty,owns item,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4503; sequence_match=0.1250,False,0.3307,False,top-3 avg score 0.3307 < final_threshold 0.7
ObjectProperty,owns achievement,playing area of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4415; levenshtein=0.1333; semantic=0.4166; sequence_match=0.0714,False,0.3304,False,top-3 avg score 0.3304 < final_threshold 0.7
ObjectProperty,has playing area,equipment of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.0714; semantic=0.4464; sequence_match=0.1600,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.7
ObjectProperty,is event associated to player,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4182; levenshtein=0.2000; semantic=0.3442; sequence_match=0.2222,False,0.3282,False,top-3 avg score 0.3282 < final_threshold 0.7
ObjectProperty,owns character,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3960; levenshtein=0.0000; semantic=0.4911; sequence_match=0.0909,False,0.326,False,top-3 avg score 0.3260 < final_threshold 0.7
ObjectProperty,is player in session,owned by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4337; sequence_match=0.0833,False,0.3251,False,top-3 avg score 0.3251 < final_threshold 0.7
ObjectProperty,is session in game,made purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.3239; sequence_match=0.1481,False,0.3246,False,top-3 avg score 0.3246 < final_threshold 0.7
ObjectProperty,is character in game,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.3284; sequence_match=0.2069,False,0.3241,False,top-3 avg score 0.3241 < final_threshold 0.7
ObjectProperty,is session in game,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.3546; sequence_match=0.1818,False,0.3227,False,top-3 avg score 0.3227 < final_threshold 0.7
ObjectProperty,is player in session,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1111; semantic=0.3449; sequence_match=0.1714,False,0.3224,False,top-3 avg score 0.3224 < final_threshold 0.7
ObjectProperty,is character in session,owned by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3976; levenshtein=0.1000; semantic=0.4691; sequence_match=0.0741,False,0.3222,False,top-3 avg score 0.3222 < final_threshold 0.7
ObjectProperty,owns item,playing area of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.3838; sequence_match=0.0952,False,0.3206,False,top-3 avg score 0.3206 < final_threshold 0.7
ObjectProperty,is event associated to player,for game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4051; levenshtein=0.1200; semantic=0.4363; sequence_match=0.0625,False,0.3205,False,top-3 avg score 0.3205 < final_threshold 0.7
ObjectProperty,is session in game,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.0000; semantic=0.4762; sequence_match=0.0870,False,0.3201,False,top-3 avg score 0.3201 < final_threshold 0.7
ObjectProperty,is character in game,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3932; levenshtein=0.1176; semantic=0.4074; sequence_match=0.1538,False,0.3182,False,top-3 avg score 0.3182 < final_threshold 0.7
ObjectProperty,has game genre,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4400; sequence_match=0.1053,False,0.318,False,top-3 avg score 0.3180 < final_threshold 0.7
ObjectProperty,owns achievement,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3722; levenshtein=0.1333; semantic=0.3572; sequence_match=0.2222,False,0.3172,False,top-3 avg score 0.3172 < final_threshold 0.7
ObjectProperty,lives in,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4151; levenshtein=0.1000; semantic=0.3830; sequence_match=0.1481,False,0.3154,False,top-3 avg score 0.3154 < final_threshold 0.7
ObjectProperty,is session in game,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3768; levenshtein=0.2000; semantic=0.3374; sequence_match=0.2308,False,0.315,False,top-3 avg score 0.3150 < final_threshold 0.7
ObjectProperty,owns character,equipment of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.4677; sequence_match=0.0833,False,0.3137,False,top-3 avg score 0.3137 < final_threshold 0.7
ObjectProperty,has feature,equipment of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4233; sequence_match=0.0952,False,0.3106,False,top-3 avg score 0.3106 < final_threshold 0.7
ObjectProperty,is character in session,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.1500; semantic=0.3171; sequence_match=0.1875,False,0.3089,False,top-3 avg score 0.3089 < final_threshold 0.7
ObjectProperty,has game genre,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4056; levenshtein=0.1667; semantic=0.3390; sequence_match=0.1818,False,0.3088,False,top-3 avg score 0.3088 < final_threshold 0.7
ObjectProperty,is achievement in game,last played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3582; levenshtein=0.1053; semantic=0.3738; sequence_match=0.1935,False,0.3085,False,top-3 avg score 0.3085 < final_threshold 0.7
ObjectProperty,is character in game,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0588; semantic=0.4397; sequence_match=0.0833,False,0.3079,False,top-3 avg score 0.3079 < final_threshold 0.7
ObjectProperty,purchases game offering,last played by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4183; levenshtein=0.1905; semantic=0.3144; sequence_match=0.1818,False,0.3077,False,top-3 avg score 0.3077 < final_threshold 0.7
ObjectProperty,is event associated to player,made purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4689; levenshtein=0.1600; semantic=0.2860; sequence_match=0.1081,False,0.305,False,top-3 avg score 0.3050 < final_threshold 0.7
ObjectProperty,has game genre,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3981; levenshtein=0.0833; semantic=0.4215; sequence_match=0.0952,False,0.305,False,top-3 avg score 0.3050 < final_threshold 0.7
ObjectProperty,is achievement in game,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3985; levenshtein=0.0526; semantic=0.4386; sequence_match=0.0769,False,0.3047,False,top-3 avg score 0.3047 < final_threshold 0.7
ObjectProperty,purchases game offering,owned by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3968; levenshtein=0.0952; semantic=0.4147; sequence_match=0.0714,False,0.3022,False,top-3 avg score 0.3022 < final_threshold 0.7
ObjectProperty,is session in game,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4384; levenshtein=0.0000; semantic=0.3070; sequence_match=0.1538,False,0.2998,False,top-3 avg score 0.2998 < final_threshold 0.7
ObjectProperty,has playing area,owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.0714; semantic=0.4934; sequence_match=0.0952,False,0.2994,False,top-3 avg score 0.2994 < final_threshold 0.7
ObjectProperty,is session in game,last played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3722; levenshtein=0.0667; semantic=0.3740; sequence_match=0.1481,False,0.2981,False,top-3 avg score 0.2981 < final_threshold 0.7
ObjectProperty,is character in session,genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2952; levenshtein=0.2000; semantic=0.3680; sequence_match=0.2222,False,0.2951,False,top-3 avg score 0.2951 < final_threshold 0.7
ObjectProperty,involves character,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4395; levenshtein=0.1176; semantic=0.2836; sequence_match=0.1379,False,0.287,False,top-3 avg score 0.2870 < final_threshold 0.7
ObjectProperty,is session in game,owned by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3063; levenshtein=0.1333; semantic=0.4197; sequence_match=0.0909,False,0.2865,False,top-3 avg score 0.2865 < final_threshold 0.7
ObjectProperty,lives in,purchased by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.4214; sequence_match=0.1111,False,0.285,False,top-3 avg score 0.2850 < final_threshold 0.7
ObjectProperty,has character,equipment of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2828; levenshtein=0.0833; semantic=0.4479; sequence_match=0.0870,False,0.2726,False,top-3 avg score 0.2726 < final_threshold 0.7
ObjectProperty,plays game,genre of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4519; sequence_match=0.2500,False,0.234,False,top-3 avg score 0.2340 < final_threshold 0.7
ObjectProperty,lives in,for player,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4477; sequence_match=0.2500,False,0.2326,False,top-3 avg score 0.2326 < final_threshold 0.7
ObjectProperty,has character,owned by,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5664; sequence_match=0.1053,False,0.2239,False,top-3 avg score 0.2239 < final_threshold 0.7
ObjectProperty,lives in,for game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4944; sequence_match=0.1429,False,0.2124,False,top-3 avg score 0.2124 < final_threshold 0.7
DatatypeProperty,release date,release date,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,start time,start time,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,username,username,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,start time,first IAP time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7269; levenshtein=0.5000; semantic=0.6508; sequence_match=0.6667,False,0.6814,False,top-3 avg score 0.6814 < final_threshold 0.7
DatatypeProperty,event time,start time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7037; levenshtein=0.5556; semantic=0.7676; sequence_match=0.5556,False,0.6756,False,top-3 avg score 0.6756 < final_threshold 0.7
DatatypeProperty,end time,start time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.7785; sequence_match=0.5000,False,0.6502,False,top-3 avg score 0.6502 < final_threshold 0.7
DatatypeProperty,event time,purchase time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6436; sequence_match=0.4762,False,0.5924,False,top-3 avg score 0.5924 < final_threshold 0.7
DatatypeProperty,release date,purchase time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.6123; sequence_match=0.5217,False,0.5682,False,top-3 avg score 0.5682 < final_threshold 0.7
DatatypeProperty,end time,username,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6905; levenshtein=0.2500; semantic=0.4787; sequence_match=0.5333,False,0.5675,False,top-3 avg score 0.5675 < final_threshold 0.7
DatatypeProperty,event time,first IAP time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5907; levenshtein=0.4167; semantic=0.6039; sequence_match=0.4762,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.7
DatatypeProperty,username,purchase time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7242; levenshtein=0.3333; semantic=0.4340; sequence_match=0.5000,False,0.5527,False,top-3 avg score 0.5527 < final_threshold 0.7
DatatypeProperty,start time,purchase time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.4167; semantic=0.6203; sequence_match=0.4762,False,0.5507,False,top-3 avg score 0.5507 < final_threshold 0.7
DatatypeProperty,start time,username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.3333; semantic=0.4952; sequence_match=0.4706,False,0.542,False,top-3 avg score 0.5420 < final_threshold 0.7
DatatypeProperty,username,start time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.3333; semantic=0.4952; sequence_match=0.4706,False,0.542,False,top-3 avg score 0.5420 < final_threshold 0.7
DatatypeProperty,release date,username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5239; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
DatatypeProperty,username,release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5239; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
DatatypeProperty,end time,purchase time,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4683; levenshtein=0.3333; semantic=0.5629; sequence_match=0.5263,False,0.5192,False,top-3 avg score 0.5192 < final_threshold 0.7
DatatypeProperty,end time,first IAP time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.3333; semantic=0.5810; sequence_match=0.4211,False,0.5179,False,top-3 avg score 0.5179 < final_threshold 0.7
DatatypeProperty,event time,username,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4323; sequence_match=0.4706,False,0.517,False,top-3 avg score 0.5170 < final_threshold 0.7
DatatypeProperty,release date,hours played,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.4464; sequence_match=0.4545,False,0.5141,False,top-3 avg score 0.5141 < final_threshold 0.7
DatatypeProperty,event time,release date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.5420; sequence_match=0.4000,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.7
DatatypeProperty,username,first IAP time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.4374; sequence_match=0.4000,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
DatatypeProperty,username,hours played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5057; sequence_match=0.3158,False,0.4827,False,top-3 avg score 0.4827 < final_threshold 0.7
DatatypeProperty,end time,release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4820; sequence_match=0.4444,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.7
DatatypeProperty,username,has all achievements,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.2222; semantic=0.5721; sequence_match=0.3077,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.7
DatatypeProperty,start time,total hours played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.2500; semantic=0.5016; sequence_match=0.3200,False,0.4592,False,top-3 avg score 0.4592 < final_threshold 0.7
DatatypeProperty,release date,total hours played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4361; sequence_match=0.3704,False,0.4452,False,top-3 avg score 0.4452 < final_threshold 0.7
DatatypeProperty,release date,has all achievements,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.2222; semantic=0.4561; sequence_match=0.2759,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
DatatypeProperty,start time,hours played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.1818; semantic=0.5887; sequence_match=0.3000,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
DatatypeProperty,start time,release date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.1818; semantic=0.5451; sequence_match=0.3000,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.7
DatatypeProperty,start time,player location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.2857; semantic=0.4236; sequence_match=0.3478,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
DatatypeProperty,release date,player location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.3971; sequence_match=0.3200,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,start time,has all achievements,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2222; semantic=0.4002; sequence_match=0.3704,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.7
DatatypeProperty,username,player location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.2143; semantic=0.5554; sequence_match=0.2727,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
DatatypeProperty,username,total hours played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4878; sequence_match=0.2500,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.7
DatatypeProperty,end time,hours played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0909; semantic=0.5884; sequence_match=0.2222,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.7
DatatypeProperty,release date,start time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.1818; semantic=0.5451; sequence_match=0.2000,False,0.3937,False,top-3 avg score 0.3937 < final_threshold 0.7
DatatypeProperty,event time,player location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2143; semantic=0.3824; sequence_match=0.2609,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.7
DatatypeProperty,release date,first IAP time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4524; sequence_match=0.1739,False,0.3722,False,top-3 avg score 0.3722 < final_threshold 0.7
DatatypeProperty,release date,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.4423; sequence_match=0.2000,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.7
DatatypeProperty,event time,has all achievements,jaro_winkler+sequence_match+semantic,jaro_winkler=0.3889; levenshtein=0.1667; semantic=0.3440; sequence_match=0.3704,False,0.3678,False,top-3 avg score 0.3678 < final_threshold 0.7
DatatypeProperty,username,kill count,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.4433; sequence_match=0.2353,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
DatatypeProperty,end time,total hours played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4018; levenshtein=0.0625; semantic=0.5041; sequence_match=0.1739,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.7
DatatypeProperty,end time,has all achievements,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4098; sequence_match=0.2400,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
DatatypeProperty,end time,player location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4048; levenshtein=0.2143; semantic=0.3737; sequence_match=0.2857,False,0.3547,False,top-3 avg score 0.3547 < final_threshold 0.7
DatatypeProperty,end time,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.3898; sequence_match=0.2500,False,0.3526,False,top-3 avg score 0.3526 < final_threshold 0.7
DatatypeProperty,event time,total hours played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5069; levenshtein=0.0625; semantic=0.3942; sequence_match=0.0800,False,0.327,False,top-3 avg score 0.3270 < final_threshold 0.7
DatatypeProperty,event time,hours played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0909; semantic=0.4658; sequence_match=0.1000,False,0.3222,False,top-3 avg score 0.3222 < final_threshold 0.7
DatatypeProperty,event time,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.3365; sequence_match=0.2222,False,0.322,False,top-3 avg score 0.3220 < final_threshold 0.7
DatatypeProperty,start time,kill count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4047; sequence_match=0.1111,False,0.3078,False,top-3 avg score 0.3078 < final_threshold 0.7
