prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,obligation,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9503; sequence_match=0.8696,False,0.881,True,selected
ObjectProperty,inheritRelation,has requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.1333; semantic=0.4781; sequence_match=0.2759,False,0.4574,False,top-3 avg score 0.4574 < final_threshold 0.7
ObjectProperty,operand,is logical constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1905; semantic=0.5626; sequence_match=0.2857,False,0.4574,False,top-3 avg score 0.4574 < final_threshold 0.7
ObjectProperty,target,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1429; semantic=0.5002; sequence_match=0.3000,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.7
ObjectProperty,implies,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5039; sequence_match=0.3158,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,conflict,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2632; semantic=0.4959; sequence_match=0.2963,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,implies,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5482; sequence_match=0.2857,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
ObjectProperty,consequence,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.5313; sequence_match=0.3478,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
ObjectProperty,partOf,has inheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4975; sequence_match=0.3000,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.7
ObjectProperty,relation,is logical constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2381; semantic=0.5809; sequence_match=0.2759,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.7
ObjectProperty,operator,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5406; sequence_match=0.3000,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,implies,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5585; sequence_match=0.2857,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,assigner,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5007; sequence_match=0.2727,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,and,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4896; sequence_match=0.2667,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,inheritRelation,is consequence duty of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5641; levenshtein=0.3158; semantic=0.4871; sequence_match=0.1765,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,assignee,is obligation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.4912; sequence_match=0.3636,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.7
ObjectProperty,target,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1429; semantic=0.4940; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,andSequence,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2857; semantic=0.4275; sequence_match=0.4000,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.7
ObjectProperty,assigner,is logical constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6230; levenshtein=0.1905; semantic=0.4655; sequence_match=0.2759,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.7
ObjectProperty,inheritFrom,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.5065; sequence_match=0.3200,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,target,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.2353; semantic=0.4641; sequence_match=0.3478,False,0.4542,False,top-3 avg score 0.4542 < final_threshold 0.7
ObjectProperty,inheritFrom,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.3529; semantic=0.4833; sequence_match=0.3571,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.7
ObjectProperty,scope,is exclusive permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5746; levenshtein=0.1739; semantic=0.5012; sequence_match=0.2857,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.7
ObjectProperty,function,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5827; sequence_match=0.2667,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.7
ObjectProperty,scope,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5024; sequence_match=0.3077,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.7
ObjectProperty,implies,is requirement of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5558; sequence_match=0.2727,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,relation,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.5105; sequence_match=0.3000,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,relation,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.4649; sequence_match=0.3333,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.7
ObjectProperty,operand,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.5042; sequence_match=0.3333,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.7
ObjectProperty,relation,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.5781; sequence_match=0.2857,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,hasPolicy,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.4328; sequence_match=0.3529,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,failure,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.0000; semantic=0.4259; sequence_match=0.3529,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,implies,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5117; sequence_match=0.3000,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,inheritFrom,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.2000; semantic=0.4410; sequence_match=0.3077,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.7
ObjectProperty,leftOperand,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.4888; sequence_match=0.3158,False,0.4513,False,top-3 avg score 0.4513 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,scope,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5143; levenshtein=0.1429; semantic=0.5229; sequence_match=0.3158,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.7
ObjectProperty,scope,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.5338; sequence_match=0.2857,False,0.4509,False,top-3 avg score 0.4509 < final_threshold 0.7
ObjectProperty,leftOperand,has exclusive permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1818; semantic=0.4939; sequence_match=0.3636,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,inheritFrom,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5598; levenshtein=0.2727; semantic=0.4767; sequence_match=0.3158,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,assigner,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,permission,is party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1000; semantic=0.4820; sequence_match=0.3158,False,0.4499,False,top-3 avg score 0.4499 < final_threshold 0.7
ObjectProperty,operator,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5927; sequence_match=0.2667,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,assignee,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5274; levenshtein=0.2857; semantic=0.4581; sequence_match=0.3636,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,andSequence,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4541; sequence_match=0.3333,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,relation,is container of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.2308; semantic=0.5262; sequence_match=0.2857,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,consequence,has constraint set,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4735; levenshtein=0.3750; semantic=0.4990; sequence_match=0.3704,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.7
ObjectProperty,operand,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5030; sequence_match=0.3000,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,leftOperand,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.5383; sequence_match=0.3333,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,scope,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,obligation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,operator,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5595; sequence_match=0.2727,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,leftOperand,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2857; semantic=0.5533; sequence_match=0.3200,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.7
ObjectProperty,relation,is constraint set of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5343; levenshtein=0.1765; semantic=0.5694; sequence_match=0.2400,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.7
ObjectProperty,partOf,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4959; sequence_match=0.3077,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,function,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1875; semantic=0.4956; sequence_match=0.2500,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.7
ObjectProperty,function,is obligation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.4667; sequence_match=0.3636,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,action,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.2500; semantic=0.5426; sequence_match=0.2857,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,inheritFrom,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4939; levenshtein=0.2273; semantic=0.5450; sequence_match=0.3030,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,assigner,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2667,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,obligation,is container of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.4776; sequence_match=0.2609,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,operand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,consequence,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.1667; semantic=0.4771; sequence_match=0.3478,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,conflict,is logical constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5933; levenshtein=0.2381; semantic=0.4709; sequence_match=0.2759,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,assigner,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,permission,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4825; sequence_match=0.2963,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,andSequence,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4387; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,prohibition,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.4852; sequence_match=0.3158,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,prohibition,is logical constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5137; levenshtein=0.2381; semantic=0.5751; sequence_match=0.2500,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,partOf,is obligation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.4779; sequence_match=0.4000,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.7
ObjectProperty,inheritFrom,has requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.1429; semantic=0.4952; sequence_match=0.2400,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.7
ObjectProperty,inheritFrom,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4839; sequence_match=0.3158,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.7
ObjectProperty,conflict,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5579; sequence_match=0.2667,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,inheritRelation,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5639; levenshtein=0.2667; semantic=0.4391; sequence_match=0.3333,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,consequence,is condition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5222; sequence_match=0.3333,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.7
ObjectProperty,andSequence,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.0833; semantic=0.4300; sequence_match=0.3478,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,assignee,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4007; sequence_match=0.3478,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.7
