gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Maintained,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5291; sequence_match=0.3000,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
Purchase cost,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5314; sequence_match=0.3158,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
data format specification,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5243; levenshtein=0.1739; semantic=0.5205; sequence_match=0.2500,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
CEL binary format,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.3964; sequence_match=0.3333,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
Not Free,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2000; semantic=0.4837; sequence_match=0.2222,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.6
plain text file format,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.1579; semantic=0.4238; sequence_match=0.2759,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.6
data format specification,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5656; levenshtein=0.1739; semantic=0.4995; sequence_match=0.2286,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.6
function,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5434; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
CEL ASCII format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.0000; semantic=0.4777; sequence_match=0.2963,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
version number,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4988; levenshtein=0.1429; semantic=0.5588; sequence_match=0.2353,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
.csv,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1000; semantic=0.5299; sequence_match=0.1739,False,0.4309,False,top-3 avg score 0.4309 < final_threshold 0.6
file rendering,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4497; sequence_match=0.3478,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
software,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.7330; sequence_match=0.2353,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
Maintained,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5614; sequence_match=0.2353,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
text editing,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.2727; semantic=0.4813; sequence_match=0.2857,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
Source code available,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.5797; sequence_match=0.2143,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
programming language,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.5565; sequence_match=0.2069,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
Source code available,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4505; levenshtein=0.1579; semantic=0.5621; sequence_match=0.2778,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.6
function,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5064; levenshtein=0.1765; semantic=0.5428; sequence_match=0.2400,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.6
software,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5073; sequence_match=0.3333,False,0.4293,False,top-3 avg score 0.4293 < final_threshold 0.6
software,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.1429; semantic=0.6841; sequence_match=0.2069,False,0.4293,False,top-3 avg score 0.4293 < final_threshold 0.6
Purchase cost,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.4543; sequence_match=0.3333,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
application programming interface,Export Capability,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5735; levenshtein=0.2258; semantic=0.4883; sequence_match=0.2128,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
software,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.1875; semantic=0.5249; sequence_match=0.2500,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
web service,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5089; sequence_match=0.2727,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
application programming interface,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5158; levenshtein=0.2258; semantic=0.5210; sequence_match=0.2500,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
data format specification,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2174; semantic=0.5039; sequence_match=0.2500,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
software developer role,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5415; levenshtein=0.2381; semantic=0.4267; sequence_match=0.3158,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.6
XML,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6345; sequence_match=0.1667,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
data format specification,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6205; levenshtein=0.1739; semantic=0.4188; sequence_match=0.2424,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.6
desktop graphical user interface,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5225; levenshtein=0.2069; semantic=0.5516; sequence_match=0.1951,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
programming language,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1053; semantic=0.5716; sequence_match=0.1739,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
CEL ASCII format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.4371; sequence_match=0.2857,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.6
software,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5007; sequence_match=0.2667,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.6
CEL binary format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.4492; sequence_match=0.3333,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
software interface,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4902; levenshtein=0.0588; semantic=0.4853; sequence_match=0.3030,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.6
PROcess,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.1875; semantic=0.4743; sequence_match=0.2609,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.6
software developer organization,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1724; semantic=0.5202; sequence_match=0.2051,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.6
Not Free,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.5450; sequence_match=0.2143,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
application programming interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4412; levenshtein=0.1290; semantic=0.6849; sequence_match=0.1500,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.6
software,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5868; sequence_match=0.2222,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.6
Free,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.1429; semantic=0.5155; sequence_match=0.2400,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
XML,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.5831; sequence_match=0.2000,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
programming language,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.1429,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.6
desktop graphical user interface,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5029; levenshtein=0.2414; semantic=0.4918; sequence_match=0.2791,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
algorithm,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5885; sequence_match=0.2105,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
web service,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5885; sequence_match=0.2105,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
Development status,Valid Input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4764; sequence_match=0.2222,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.6
Maintained,Algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5278; sequence_match=0.1053,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
data item,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5456; sequence_match=0.2353,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.6
Not Free,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6253; sequence_match=0.1818,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
Not Free,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5705; sequence_match=0.2353,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
Purchase cost,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5308; levenshtein=0.2500; semantic=0.3829; sequence_match=0.3571,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
CEL binary format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1333; semantic=0.4486; sequence_match=0.2727,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.6
CEL binary format,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.2667; semantic=0.4200; sequence_match=0.1481,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
.csv,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6219; sequence_match=0.1667,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
programming language,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.0526; semantic=0.7421; sequence_match=0.1429,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
file rendering,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.5139; sequence_match=0.2609,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
algorithm,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4894; levenshtein=0.1875; semantic=0.4600; sequence_match=0.3200,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.6
PROcess,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4906; sequence_match=0.2667,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
software interface,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1429; semantic=0.5012; sequence_match=0.2632,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
software developer organization,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.1724; semantic=0.4381; sequence_match=0.3000,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
licence,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5377; sequence_match=0.2353,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.6
CEL binary format,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5265; levenshtein=0.1053; semantic=0.5062; sequence_match=0.2353,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
version number,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.1176; semantic=0.5742; sequence_match=0.2000,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
programming language,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5237; levenshtein=0.0500; semantic=0.4865; sequence_match=0.2564,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
plain text file format,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5313; levenshtein=0.1053; semantic=0.4718; sequence_match=0.2632,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
data format specification,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.2174; semantic=0.5076; sequence_match=0.2632,False,0.422,False,top-3 avg score 0.4220 < final_threshold 0.6
Not Free,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6196; sequence_match=0.1818,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
programming language,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4639; levenshtein=0.1579; semantic=0.5240; sequence_match=0.2778,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
plain text file format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2857,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.6
desktop graphical user interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1724; semantic=0.5453; sequence_match=0.2222,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.6
.csv,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.5785; sequence_match=0.2000,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.6
programming language,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5059; levenshtein=0.1579; semantic=0.4895; sequence_match=0.2667,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.6
algorithm,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.0000; semantic=0.6528; sequence_match=0.1538,False,0.4201,False,top-3 avg score 0.4201 < final_threshold 0.6
Purchase cost,Data Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2500; semantic=0.4094; sequence_match=0.2727,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.6
XML,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.6648; sequence_match=0.1250,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.6
software developer role,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.1905; semantic=0.4996; sequence_match=0.2400,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
data item,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5094; sequence_match=0.3333,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
function,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5891; sequence_match=0.2222,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
programming language,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5641; sequence_match=0.2308,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
software interface,Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5758; levenshtein=0.1765; semantic=0.5060; sequence_match=0.1739,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.6
programming language,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4535; levenshtein=0.1579; semantic=0.5284; sequence_match=0.2759,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.6
Source code available,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5211; levenshtein=0.1579; semantic=0.5297; sequence_match=0.2069,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.6
software,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5878; sequence_match=0.1667,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
programming language,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5067; levenshtein=0.1053; semantic=0.4615; sequence_match=0.2857,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.6
