gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8048; sequence_match=0.8000,False,0.846,True,selected
GIF,Publication,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4460; sequence_match=0.1429,False,0.3545,False,top-3 avg score 0.3545 < final_threshold 0.6
file rendering,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4691; levenshtein=0.1176; semantic=0.4593; sequence_match=0.1333,False,0.3539,False,top-3 avg score 0.3539 < final_threshold 0.6
.csv,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.4971; sequence_match=0.1000,False,0.3537,False,top-3 avg score 0.3537 < final_threshold 0.6
data item,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.4148; sequence_match=0.2400,False,0.3536,False,top-3 avg score 0.3536 < final_threshold 0.6
Development status,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4510; levenshtein=0.1176; semantic=0.4714; sequence_match=0.1379,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
XML,Development Activity Level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.4949; sequence_match=0.1481,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.6
file rendering,Publication,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3904; levenshtein=0.0769; semantic=0.5024; sequence_match=0.1667,False,0.3532,False,top-3 avg score 0.3532 < final_threshold 0.6
data format specification,Valid Input,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4391; levenshtein=0.1304; semantic=0.4885; sequence_match=0.1212,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.6
CEL binary format,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.1765; semantic=0.3693; sequence_match=0.1875,False,0.3525,False,top-3 avg score 0.3525 < final_threshold 0.6
Purchase cost,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.4099; sequence_match=0.2069,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.6
text editing,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5169; sequence_match=0.1176,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.6
file rendering,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4238; levenshtein=0.1176; semantic=0.4290; sequence_match=0.2000,False,0.3509,False,top-3 avg score 0.3509 < final_threshold 0.6
Purchase cost,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4111; levenshtein=0.0833; semantic=0.3684; sequence_match=0.2727,False,0.3507,False,top-3 avg score 0.3507 < final_threshold 0.6
file rendering,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.5452; sequence_match=0.1000,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.6
data format specification,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4114; levenshtein=0.2174; semantic=0.4093; sequence_match=0.2286,False,0.3497,False,top-3 avg score 0.3497 < final_threshold 0.6
algorithm,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3932; levenshtein=0.1176; semantic=0.5021; sequence_match=0.1538,False,0.3497,False,top-3 avg score 0.3497 < final_threshold 0.6
XML,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.4850; sequence_match=0.1000,False,0.3497,False,top-3 avg score 0.3497 < final_threshold 0.6
desktop graphical user interface,Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4349; levenshtein=0.1379; semantic=0.4756; sequence_match=0.0571,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.6
Purchase cost,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4318; sequence_match=0.1905,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
text editing,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5372; sequence_match=0.1053,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
CEL ASCII format,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4932; sequence_match=0.1111,False,0.3483,False,top-3 avg score 0.3483 < final_threshold 0.6
software developer role,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4877; levenshtein=0.1429; semantic=0.4127; sequence_match=0.1379,False,0.3478,False,top-3 avg score 0.3478 < final_threshold 0.6
PROcess,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.0769; semantic=0.5297; sequence_match=0.2000,False,0.3476,False,top-3 avg score 0.3476 < final_threshold 0.6
.csv,Dataset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.6981; sequence_match=0.2000,False,0.347,False,top-3 avg score 0.3470 < final_threshold 0.6
web service,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4927; sequence_match=0.1250,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.6
Free,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.3687; sequence_match=0.1429,False,0.3464,False,top-3 avg score 0.3464 < final_threshold 0.6
Maintained,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4471; sequence_match=0.1818,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.6
function,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4559; levenshtein=0.0588; semantic=0.4972; sequence_match=0.0800,False,0.3444,False,top-3 avg score 0.3444 < final_threshold 0.6
text editing,License Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0909; semantic=0.4461; sequence_match=0.1818,False,0.344,False,top-3 avg score 0.3440 < final_threshold 0.6
PROcess,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3571; levenshtein=0.0000; semantic=0.5310; sequence_match=0.1429,False,0.3437,False,top-3 avg score 0.3437 < final_threshold 0.6
web service,Tool Data Task Usage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4392; levenshtein=0.1176; semantic=0.4718; sequence_match=0.0741,False,0.3429,False,top-3 avg score 0.3429 < final_threshold 0.6
Maintained,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1765; semantic=0.4259; sequence_match=0.2222,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
Purchase cost,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3877; sequence_match=0.1667,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
CEL binary format,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4809; sequence_match=0.1053,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.6
text editing,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.1818; semantic=0.5236; sequence_match=0.2000,False,0.3416,False,top-3 avg score 0.3416 < final_threshold 0.6
software developer organization,Valid Input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4912; levenshtein=0.1379; semantic=0.3953; sequence_match=0.0513,False,0.3415,False,top-3 avg score 0.3415 < final_threshold 0.6
GIF,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.4364; sequence_match=0.1176,False,0.3408,False,top-3 avg score 0.3408 < final_threshold 0.6
Open source software license,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4367; levenshtein=0.1200; semantic=0.3570; sequence_match=0.2286,False,0.3407,False,top-3 avg score 0.3407 < final_threshold 0.6
software developer role,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3984; levenshtein=0.0952; semantic=0.4468; sequence_match=0.1714,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.6
software developer role,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3796; levenshtein=0.1429; semantic=0.4265; sequence_match=0.2105,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.6
.csv,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4653; levenshtein=0.0625; semantic=0.4459; sequence_match=0.1053,False,0.3388,False,top-3 avg score 0.3388 < final_threshold 0.6
text editing,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4557; levenshtein=0.1250; semantic=0.4116; sequence_match=0.1481,False,0.3385,False,top-3 avg score 0.3385 < final_threshold 0.6
Maintained,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3000; levenshtein=0.1000; semantic=0.5112; sequence_match=0.2000,False,0.3371,False,top-3 avg score 0.3371 < final_threshold 0.6
Purchase cost,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1250; semantic=0.3512; sequence_match=0.2143,False,0.3367,False,top-3 avg score 0.3367 < final_threshold 0.6
Free,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4277; sequence_match=0.1333,False,0.336,False,top-3 avg score 0.3360 < final_threshold 0.6
version number,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.0769; semantic=0.5911; sequence_match=0.1000,False,0.3347,False,top-3 avg score 0.3347 < final_threshold 0.6
application programming interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3548; levenshtein=0.0645; semantic=0.5836; sequence_match=0.0571,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.6
Open source software license,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4300; levenshtein=0.1200; semantic=0.4520; sequence_match=0.0690,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
GIF,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.3960; sequence_match=0.1333,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.6
PROcess,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.4724; sequence_match=0.2105,False,0.3335,False,top-3 avg score 0.3335 < final_threshold 0.6
Maintained,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3944; levenshtein=0.0000; semantic=0.5146; sequence_match=0.0909,False,0.3333,False,top-3 avg score 0.3333 < final_threshold 0.6
software developer role,Tool Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4388; levenshtein=0.0476; semantic=0.4030; sequence_match=0.1579,False,0.3332,False,top-3 avg score 0.3332 < final_threshold 0.6
PROcess,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.4718; sequence_match=0.1538,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.6
data item,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.4595; sequence_match=0.2222,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
programming language,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4451; levenshtein=0.1053; semantic=0.4408; sequence_match=0.1111,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.6
Not Free,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3011; levenshtein=0.1765; semantic=0.4459; sequence_match=0.2500,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.6
GIF,License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.3724; sequence_match=0.1429,False,0.33,False,top-3 avg score 0.3300 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
programming language,Feature,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2970; levenshtein=0.1579; semantic=0.5346; sequence_match=0.1538,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
Free,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5310; sequence_match=0.3333,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
PROcess,Tool Compatibility,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4469; sequence_match=0.0833,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
Open source software license,Tool Data Task Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4719; levenshtein=0.1600; semantic=0.3560; sequence_match=0.0952,False,0.3293,False,top-3 avg score 0.3293 < final_threshold 0.6
CEL binary format,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3063; levenshtein=0.1333; semantic=0.4986; sequence_match=0.1818,False,0.3289,False,top-3 avg score 0.3289 < final_threshold 0.6
licence,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.1176; semantic=0.4166; sequence_match=0.1667,False,0.3279,False,top-3 avg score 0.3279 < final_threshold 0.6
software,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.4623; sequence_match=0.1111,False,0.3272,False,top-3 avg score 0.3272 < final_threshold 0.6
Free,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1176; semantic=0.4178; sequence_match=0.1905,False,0.3269,False,top-3 avg score 0.3269 < final_threshold 0.6
web service,Format Category,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.4195; sequence_match=0.1667,False,0.3266,False,top-3 avg score 0.3266 < final_threshold 0.6
Purchase cost,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.3940; sequence_match=0.1667,False,0.3258,False,top-3 avg score 0.3258 < final_threshold 0.6
Purchase cost,Tool Version Export,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4369; levenshtein=0.2353; semantic=0.3033; sequence_match=0.2069,False,0.3252,False,top-3 avg score 0.3252 < final_threshold 0.6
.csv,Version Feature Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4240; levenshtein=0.0526; semantic=0.4565; sequence_match=0.0909,False,0.3238,False,top-3 avg score 0.3238 < final_threshold 0.6
text editing,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3914; levenshtein=0.0000; semantic=0.4903; sequence_match=0.0870,False,0.3229,False,top-3 avg score 0.3229 < final_threshold 0.6
Not Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5126; sequence_match=0.1538,False,0.3211,False,top-3 avg score 0.3211 < final_threshold 0.6
Development status,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.0588; semantic=0.4947; sequence_match=0.0952,False,0.3208,False,top-3 avg score 0.3208 < final_threshold 0.6
plain text file format,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4451; levenshtein=0.0526; semantic=0.3495; sequence_match=0.1667,False,0.3204,False,top-3 avg score 0.3204 < final_threshold 0.6
GIF,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.3929; sequence_match=0.1000,False,0.319,False,top-3 avg score 0.3190 < final_threshold 0.6
data item,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1000,False,0.3188,False,top-3 avg score 0.3188 < final_threshold 0.6
Not Free,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3011; levenshtein=0.1176; semantic=0.4865; sequence_match=0.1667,False,0.3181,False,top-3 avg score 0.3181 < final_threshold 0.6
software,Publication,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5374; sequence_match=0.1053,False,0.3178,False,top-3 avg score 0.3178 < final_threshold 0.6
version number,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4310; levenshtein=0.0588; semantic=0.4471; sequence_match=0.0667,False,0.3149,False,top-3 avg score 0.3149 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
plain text file format,Web Service,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3749; levenshtein=0.1579; semantic=0.4017; sequence_match=0.1379,False,0.3115,False,top-3 avg score 0.3115 < final_threshold 0.6
licence,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.4953; sequence_match=0.1053,False,0.306,False,top-3 avg score 0.3060 < final_threshold 0.6
plain text file format,Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4433; sequence_match=0.0870,False,0.3057,False,top-3 avg score 0.3057 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
web service,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2725; levenshtein=0.0588; semantic=0.4493; sequence_match=0.1481,False,0.29,False,top-3 avg score 0.2900 < final_threshold 0.6
software developer role,Valid Input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.3635; levenshtein=0.1429; semantic=0.3604; sequence_match=0.0645,False,0.2889,False,top-3 avg score 0.2889 < final_threshold 0.6
software developer role,Publication,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3514; levenshtein=0.0952; semantic=0.4167; sequence_match=0.0625,False,0.2878,False,top-3 avg score 0.2878 < final_threshold 0.6
.csv,Publication,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5664; sequence_match=0.1429,False,0.2667,False,top-3 avg score 0.2667 < final_threshold 0.6
licence,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5856; sequence_match=0.1818,False,0.2558,False,top-3 avg score 0.2558 < final_threshold 0.6
GIF,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4836; sequence_match=0.1538,False,0.2458,False,top-3 avg score 0.2458 < final_threshold 0.6
Not Free,Valid Input,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4966; sequence_match=0.2353,False,0.244,False,top-3 avg score 0.2440 < final_threshold 0.6
.csv,Algorithm Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5322; sequence_match=0.1176,False,0.2404,False,top-3 avg score 0.2404 < final_threshold 0.6
.csv,Tool Data Task Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.5368; sequence_match=0.1000,False,0.2319,False,top-3 avg score 0.2319 < final_threshold 0.6
GIF,Collaboration,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4884; sequence_match=0.1250,False,0.2301,False,top-3 avg score 0.2301 < final_threshold 0.6
Free,Collaborator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4709; sequence_match=0.1250,False,0.2264,False,top-3 avg score 0.2264 < final_threshold 0.6
Purchase cost,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4650; sequence_match=0.1250,False,0.2244,False,top-3 avg score 0.2244 < final_threshold 0.6
Free,Collaboration,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4737; sequence_match=0.1176,False,0.2227,False,top-3 avg score 0.2227 < final_threshold 0.6
XML,Dataset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6669; sequence_match=0.0000,False,0.2223,False,top-3 avg score 0.2223 < final_threshold 0.6
XML,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6660; sequence_match=0.0000,False,0.222,False,top-3 avg score 0.2220 < final_threshold 0.6
Not Free,Publication,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5529; sequence_match=0.1111,False,0.2214,False,top-3 avg score 0.2214 < final_threshold 0.6
GIF,Tool Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.4256; sequence_match=0.1429,False,0.2198,False,top-3 avg score 0.2198 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
.csv,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6297; sequence_match=0.0000,False,0.2099,False,top-3 avg score 0.2099 < final_threshold 0.6
.csv,Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6156; sequence_match=0.0000,False,0.2052,False,top-3 avg score 0.2052 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,Programming Language,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6009; sequence_match=0.0000,False,0.2003,False,top-3 avg score 0.2003 < final_threshold 0.6
GIF,Tool Compatibility,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4380; sequence_match=0.1000,False,0.1989,False,top-3 avg score 0.1989 < final_threshold 0.6
PROcess,Valid Input,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4760; sequence_match=0.1176,False,0.1979,False,top-3 avg score 0.1979 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
XML,Feature,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5814; sequence_match=0.0000,False,0.1938,False,top-3 avg score 0.1938 < final_threshold 0.6
Free,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5802; sequence_match=0.0000,False,0.1934,False,top-3 avg score 0.1934 < final_threshold 0.6
GIF,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5738; sequence_match=0.0000,False,0.1913,False,top-3 avg score 0.1913 < final_threshold 0.6
GIF,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
Free,Tool Data Task Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4191; sequence_match=0.0952,False,0.191,False,top-3 avg score 0.1910 < final_threshold 0.6
web service,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5666; sequence_match=0.0000,False,0.1889,False,top-3 avg score 0.1889 < final_threshold 0.6
Free,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5605; sequence_match=0.0000,False,0.1868,False,top-3 avg score 0.1868 < final_threshold 0.6
.csv,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5570; sequence_match=0.0000,False,0.1857,False,top-3 avg score 0.1857 < final_threshold 0.6
file rendering,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5463; sequence_match=0.0000,False,0.1821,False,top-3 avg score 0.1821 < final_threshold 0.6
XML,Software Type,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5387; sequence_match=0.0000,False,0.1796,False,top-3 avg score 0.1796 < final_threshold 0.6
GIF,Dataset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5359; sequence_match=0.0000,False,0.1786,False,top-3 avg score 0.1786 < final_threshold 0.6
GIF,Developer,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5294; sequence_match=0.0000,False,0.1765,False,top-3 avg score 0.1765 < final_threshold 0.6
GIF,Development Activity Level,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0417; semantic=0.4104; sequence_match=0.0741,False,0.1754,False,top-3 avg score 0.1754 < final_threshold 0.6
licence,Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5256; sequence_match=0.0000,False,0.1752,False,top-3 avg score 0.1752 < final_threshold 0.6
.csv,Feature,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5128; sequence_match=0.0000,False,0.1709,False,top-3 avg score 0.1709 < final_threshold 0.6
GIF,Tool Data Task Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4028; sequence_match=0.1000,False,0.1676,False,top-3 avg score 0.1676 < final_threshold 0.6
GIF,Help Resource,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4907; sequence_match=0.0000,False,0.1636,False,top-3 avg score 0.1636 < final_threshold 0.6
GIF,Collaborator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4894; sequence_match=0.0000,False,0.1631,False,top-3 avg score 0.1631 < final_threshold 0.6
