gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Free,Free,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Not Free,Non-Free,semantic+jaro_winkler+levenshtein,jaro_winkler=0.9238; levenshtein=0.8571; semantic=0.9493; sequence_match=0.8571,False,0.9101,True,selected
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Purchase cost,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4504; sequence_match=0.3158,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
software interface,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5410; levenshtein=0.1304; semantic=0.4347; sequence_match=0.3500,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
programming language,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.6128; sequence_match=0.2424,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
text editing,Software License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5434; levenshtein=0.2667; semantic=0.4740; sequence_match=0.3077,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.6
Purchase cost,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4281; sequence_match=0.2857,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.6
Development status,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.5670; sequence_match=0.3333,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.6
file rendering,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
software,Data Tool Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5180; sequence_match=0.2857,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.6
software developer organization,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1724; semantic=0.4292; sequence_match=0.3158,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.6
algorithm,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1250; semantic=0.5208; sequence_match=0.3200,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.6
version number,Pricing Model,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5983; levenshtein=0.3077; semantic=0.4158; sequence_match=0.0800,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
Source code available,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4591; levenshtein=0.1579; semantic=0.5186; sequence_match=0.3429,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
data format specification,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5533; levenshtein=0.2609; semantic=0.4590; sequence_match=0.3077,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.6
Open source software license,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5187; levenshtein=0.2400; semantic=0.4196; sequence_match=0.3810,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.6
application programming interface,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5690; levenshtein=0.2258; semantic=0.5171; sequence_match=0.2326,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
software developer organization,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6325; levenshtein=0.1379; semantic=0.4637; sequence_match=0.2222,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.6
software,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6285; sequence_match=0.2667,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
CEL binary format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2000; semantic=0.4944; sequence_match=0.2727,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.6
Source code available,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1579; semantic=0.4346; sequence_match=0.3871,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.6
web service,Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.6096; sequence_match=0.2222,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.6
desktop graphical user interface,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.1724; semantic=0.5152; sequence_match=0.2222,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
PROcess,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1905; semantic=0.4805; sequence_match=0.2857,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
file rendering,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.5697; sequence_match=0.2963,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
plain text file format,Proprietary Development,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6021; levenshtein=0.3182; semantic=0.3927; sequence_match=0.1951,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.6
CEL binary format,Proprietary Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5215; levenshtein=0.3182; semantic=0.4127; sequence_match=0.3784,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.6
licence,Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.5338; sequence_match=0.2667,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.6
software interface,Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.5772; sequence_match=0.2400,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
plain text file format,Actively Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6088; levenshtein=0.1053; semantic=0.3789; sequence_match=0.3243,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.6
Open source software license,Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5122; levenshtein=0.1600; semantic=0.5237; sequence_match=0.2759,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.6
Not Free,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5118; sequence_match=0.3158,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
application programming interface,Tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6263; levenshtein=0.0968; semantic=0.5884; sequence_match=0.0571,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
programming language,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5699; sequence_match=0.2308,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
version number,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.5252; sequence_match=0.2727,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.5515; sequence_match=0.2353,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
software interface,Actively Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4717; levenshtein=0.1111; semantic=0.4960; sequence_match=0.3429,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.6
licence,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5008; sequence_match=0.2857,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
Maintained,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.0714; semantic=0.4412; sequence_match=0.2500,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
software,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.4813; sequence_match=0.2353,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.6
PROcess,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4915; sequence_match=0.3529,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.6
software developer organization,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.2069; semantic=0.4796; sequence_match=0.3333,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.6
Development status,CSV Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.3739; sequence_match=0.3846,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
software,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
PROcess,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.4982; sequence_match=0.2857,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
licence,Help Resource,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4683; levenshtein=0.3333; semantic=0.5058; sequence_match=0.3158,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.6
PROcess,Non-Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.4976; sequence_match=0.2857,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
desktop graphical user interface,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.1724; semantic=0.5345; sequence_match=0.2326,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
software,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.5095; sequence_match=0.2222,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
algorithm,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5877; sequence_match=0.1905,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.6
Not Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5507; sequence_match=0.2500,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
desktop graphical user interface,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5225; levenshtein=0.1724; semantic=0.4880; sequence_match=0.2927,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
CEL ASCII format,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4434; sequence_match=0.3077,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.6
data format specification,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5291; levenshtein=0.1739; semantic=0.4232; sequence_match=0.3500,False,0.4341,False,top-3 avg score 0.4341 < final_threshold 0.6
GIF,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4629; sequence_match=0.2353,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
plain text file format,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.1053; semantic=0.3746; sequence_match=0.3429,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.6
programming language,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5392; levenshtein=0.1053; semantic=0.5801; sequence_match=0.1818,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.6
web service,Proprietary Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.5375; sequence_match=0.2500,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.6
text editing,Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5606; levenshtein=0.0909; semantic=0.4732; sequence_match=0.2667,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.6
software,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.6050; sequence_match=0.2353,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
data item,Maintenance Status,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6194; levenshtein=0.2353; semantic=0.4434; sequence_match=0.1600,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.6
software developer organization,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.1724; semantic=0.4487; sequence_match=0.3111,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.6
Development status,Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.2353; semantic=0.4707; sequence_match=0.3200,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.6
PROcess,Tool Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.4569; sequence_match=0.2222,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.6
Purchase cost,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5882; levenshtein=0.1739; semantic=0.3655; sequence_match=0.3429,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
file rendering,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.1875; semantic=0.4496; sequence_match=0.3448,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.6
CEL ASCII format,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.2174; semantic=0.4409; sequence_match=0.3243,False,0.4317,False,top-3 avg score 0.4317 < final_threshold 0.6
data format specification,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5243; levenshtein=0.1739; semantic=0.5205; sequence_match=0.2500,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
algorithm,Non-Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5420; sequence_match=0.2500,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.6
Development status,CEL File Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5548; levenshtein=0.2941; semantic=0.3393; sequence_match=0.4000,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.6
data format specification,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5656; levenshtein=0.1739; semantic=0.4995; sequence_match=0.2286,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.6
function,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5434; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
licence,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4707; sequence_match=0.3333,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
software developer role,Collaborator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5575; levenshtein=0.1905; semantic=0.5451; sequence_match=0.1212,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
desktop graphical user interface,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6182; levenshtein=0.1034; semantic=0.4054; sequence_match=0.2692,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
version number,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4988; levenshtein=0.1429; semantic=0.5588; sequence_match=0.2353,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
software,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.7330; sequence_match=0.2353,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
version number,Software License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5255; levenshtein=0.0667; semantic=0.5523; sequence_match=0.2143,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.6
Maintained,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5614; sequence_match=0.2353,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
function,Non-Free,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5465; sequence_match=0.4000,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
application programming interface,Software License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4820; levenshtein=0.1613; semantic=0.5486; sequence_match=0.2609,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.6
file rendering,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5072; levenshtein=0.2353; semantic=0.4507; sequence_match=0.3333,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
text editing,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.2727; semantic=0.4813; sequence_match=0.2857,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
Source code available,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.5797; sequence_match=0.2143,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
application programming interface,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.2258; semantic=0.5374; sequence_match=0.3000,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
application programming interface,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4848; levenshtein=0.1613; semantic=0.5835; sequence_match=0.2222,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.6
