prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,implements,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9185; levenshtein=0.6923; semantic=0.8329; sequence_match=0.7826,False,0.8446,True,selected
DatatypeProperty,has download location,has community support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5724; levenshtein=0.2105; semantic=0.4472; sequence_match=0.3684,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
DatatypeProperty,has documentation,can export to open format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1905; semantic=0.4936; sequence_match=0.3243,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
DatatypeProperty,has website homepage,support email,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2778; semantic=0.5339; sequence_match=0.3333,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.7
DatatypeProperty,has release date,is web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4078; sequence_match=0.3846,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.7
DatatypeProperty,has documentation,supports XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5764; levenshtein=0.2222; semantic=0.5052; sequence_match=0.2941,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
DatatypeProperty,has website homepage,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5574; levenshtein=0.2917; semantic=0.4334; sequence_match=0.3810,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
DatatypeProperty,has release date,file extension,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.4803; sequence_match=0.3704,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
DatatypeProperty,has website homepage,last release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.4110; sequence_match=0.3636,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.7
DatatypeProperty,has support URL,can export to open format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5287; levenshtein=0.2381; semantic=0.4629; sequence_match=0.3529,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
DatatypeProperty,has support URL,is proprietary,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5971; levenshtein=0.2308; semantic=0.5069; sequence_match=0.1538,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.7
DatatypeProperty,has download location,version release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6218; levenshtein=0.2105; semantic=0.4940; sequence_match=0.2162,False,0.444,False,top-3 avg score 0.4440 < final_threshold 0.7
DatatypeProperty,has website homepage,help URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4656; levenshtein=0.1667; semantic=0.6220; sequence_match=0.2400,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.7
DatatypeProperty,has release date,support email,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4295; sequence_match=0.3077,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
DatatypeProperty,has download location,file extension,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.2105; semantic=0.5866; sequence_match=0.2500,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
DatatypeProperty,has release date,is maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4780; sequence_match=0.3077,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.7
DatatypeProperty,has release date,homepage URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2857; semantic=0.4464; sequence_match=0.3200,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
DatatypeProperty,has download location,last release date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5681; levenshtein=0.3158; semantic=0.4259; sequence_match=0.2941,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.7
DatatypeProperty,has documentation,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4455; levenshtein=0.1250; semantic=0.5858; sequence_match=0.2759,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
DatatypeProperty,has support URL,allows collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.2105; semantic=0.5121; sequence_match=0.3125,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
DatatypeProperty,has release date,supports XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5344; levenshtein=0.2222; semantic=0.3953; sequence_match=0.3750,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.7
DatatypeProperty,has website homepage,is free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.4999; sequence_match=0.2500,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
DatatypeProperty,has website homepage,documentation URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5990; sequence_match=0.2353,False,0.4309,False,top-3 avg score 0.4309 < final_threshold 0.7
DatatypeProperty,has release date,name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5207; sequence_match=0.2222,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
DatatypeProperty,has website homepage,license permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4478; sequence_match=0.3077,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
DatatypeProperty,has documentation,license permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4950; levenshtein=0.1429; semantic=0.5210; sequence_match=0.2703,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
DatatypeProperty,has release date,allows collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.2632; semantic=0.4565; sequence_match=0.3030,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
DatatypeProperty,has website homepage,file extension,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.4788; sequence_match=0.2581,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
DatatypeProperty,has website homepage,version release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2222; semantic=0.4322; sequence_match=0.2778,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
DatatypeProperty,has download location,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4629; levenshtein=0.1053; semantic=0.5632; sequence_match=0.2500,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.7
DatatypeProperty,has website homepage,can export to open format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5251; levenshtein=0.1905; semantic=0.3887; sequence_match=0.3590,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.7
DatatypeProperty,has download location,help URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5091; sequence_match=0.2308,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.7
DatatypeProperty,has documentation,last release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.1875; semantic=0.4085; sequence_match=0.3226,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.7
DatatypeProperty,has support URL,new features,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4580; sequence_match=0.3333,False,0.4217,False,top-3 avg score 0.4217 < final_threshold 0.7
DatatypeProperty,has documentation,is free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5961; sequence_match=0.1818,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,has download location,supports XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5382; levenshtein=0.2105; semantic=0.4487; sequence_match=0.2703,False,0.419,False,top-3 avg score 0.4190 < final_threshold 0.7
DatatypeProperty,has website homepage,license name,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5798; levenshtein=0.2778; semantic=0.3989; sequence_match=0.2069,False,0.4188,False,top-3 avg score 0.4188 < final_threshold 0.7
DatatypeProperty,has download location,can export to open format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5230; levenshtein=0.1429; semantic=0.4819; sequence_match=0.2500,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.7
DatatypeProperty,has website homepage,name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1667; semantic=0.4434; sequence_match=0.2727,False,0.4177,False,top-3 avg score 0.4177 < final_threshold 0.7
DatatypeProperty,has support URL,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5148; levenshtein=0.2083; semantic=0.4115; sequence_match=0.3243,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
DatatypeProperty,has website homepage,version number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4996; levenshtein=0.2222; semantic=0.4862; sequence_match=0.2581,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
DatatypeProperty,has documentation,help URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.6413; sequence_match=0.1739,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
DatatypeProperty,has website homepage,creation date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.2778; semantic=0.4503; sequence_match=0.2667,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
DatatypeProperty,has support URL,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.0769; semantic=0.5557; sequence_match=0.2308,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
DatatypeProperty,has release date,is proprietary,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5139; levenshtein=0.2143; semantic=0.5040; sequence_match=0.1481,False,0.4107,False,top-3 avg score 0.4107 < final_threshold 0.7
DatatypeProperty,has support URL,last release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5650; levenshtein=0.1333; semantic=0.3803; sequence_match=0.2857,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.7
DatatypeProperty,has website homepage,email,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.5770; sequence_match=0.1739,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
DatatypeProperty,has release date,help URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4072; sequence_match=0.2857,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
DatatypeProperty,has release date,is open source,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4579; levenshtein=0.2857; semantic=0.4813; sequence_match=0.2308,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
DatatypeProperty,has release date,license permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.1905; semantic=0.4703; sequence_match=0.2286,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.7
DatatypeProperty,has documentation,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.5381; sequence_match=0.2222,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
DatatypeProperty,has website homepage,supports XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5046; levenshtein=0.0556; semantic=0.4326; sequence_match=0.2778,False,0.405,False,top-3 avg score 0.4050 < final_threshold 0.7
DatatypeProperty,has support URL,is web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4936; levenshtein=0.1538; semantic=0.4793; sequence_match=0.2400,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
DatatypeProperty,has release date,has community support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4734; levenshtein=0.2105; semantic=0.4356; sequence_match=0.3030,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
DatatypeProperty,has support URL,is free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.5001; sequence_match=0.2105,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
DatatypeProperty,has documentation,license name,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.1875; semantic=0.5104; sequence_match=0.2222,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
DatatypeProperty,has documentation,is web service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1875; semantic=0.5449; sequence_match=0.2143,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
DatatypeProperty,has release date,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.6058; sequence_match=0.1481,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
DatatypeProperty,has documentation,is FOSS,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5323; sequence_match=0.1818,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
DatatypeProperty,has support URL,email,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4256; levenshtein=0.0769; semantic=0.5507; sequence_match=0.2222,False,0.3995,False,top-3 avg score 0.3995 < final_threshold 0.7
DatatypeProperty,has website homepage,new features,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5798; levenshtein=0.1667; semantic=0.4506; sequence_match=0.1379,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
DatatypeProperty,has release date,email,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4937; levenshtein=0.1429; semantic=0.4873; sequence_match=0.2105,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.7
DatatypeProperty,has website homepage,is maintained,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5245; sequence_match=0.1333,False,0.397,False,top-3 avg score 0.3970 < final_threshold 0.7
DatatypeProperty,has download location,email,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5018; levenshtein=0.1053; semantic=0.5202; sequence_match=0.1667,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.7
DatatypeProperty,has download location,homepage URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4414; levenshtein=0.1579; semantic=0.5376; sequence_match=0.2000,False,0.393,False,top-3 avg score 0.3930 < final_threshold 0.7
DatatypeProperty,has website homepage,allows collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4905; levenshtein=0.1053; semantic=0.4166; sequence_match=0.2703,False,0.3925,False,top-3 avg score 0.3925 < final_threshold 0.7
DatatypeProperty,has website homepage,is proprietary,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4872; levenshtein=0.1667; semantic=0.5222; sequence_match=0.0645,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.7
DatatypeProperty,has website homepage,is open source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2222; semantic=0.4520; sequence_match=0.2667,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.7
DatatypeProperty,has download location,support email,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4266; levenshtein=0.2105; semantic=0.5256; sequence_match=0.1290,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
DatatypeProperty,has release date,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4682; sequence_match=0.2000,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
DatatypeProperty,has documentation,version release date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1667; semantic=0.4621; sequence_match=0.2353,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
DatatypeProperty,has website homepage,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4358; sequence_match=0.1667,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
DatatypeProperty,has release date,can export to open format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.1905; semantic=0.4017; sequence_match=0.2857,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.7
DatatypeProperty,has documentation,new features,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3712; levenshtein=0.1250; semantic=0.5321; sequence_match=0.2222,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
DatatypeProperty,has release date,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.2143; semantic=0.4959; sequence_match=0.2400,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.7
DatatypeProperty,has support URL,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4426; sequence_match=0.2105,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.7
DatatypeProperty,has documentation,email,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3417; levenshtein=0.1875; semantic=0.5841; sequence_match=0.1905,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
DatatypeProperty,has download location,is proprietary,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4227; levenshtein=0.1579; semantic=0.5059; sequence_match=0.0625,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.7
DatatypeProperty,has support URL,creation date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.4502; sequence_match=0.2400,False,0.3576,False,top-3 avg score 0.3576 < final_threshold 0.7
DatatypeProperty,has support URL,version release date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4316; levenshtein=0.0556; semantic=0.4418; sequence_match=0.1935,False,0.3557,False,top-3 avg score 0.3557 < final_threshold 0.7
DatatypeProperty,has download location,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4795; levenshtein=0.1053; semantic=0.4195; sequence_match=0.1600,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
DatatypeProperty,has support URL,license permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4161; levenshtein=0.0952; semantic=0.5186; sequence_match=0.1176,False,0.3508,False,top-3 avg score 0.3508 < final_threshold 0.7
DatatypeProperty,has download location,is free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4064; levenshtein=0.0526; semantic=0.5600; sequence_match=0.0800,False,0.3488,False,top-3 avg score 0.3488 < final_threshold 0.7
DatatypeProperty,has download location,is web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.4190; sequence_match=0.1935,False,0.3479,False,top-3 avg score 0.3479 < final_threshold 0.7
DatatypeProperty,has support URL,is maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.4943; sequence_match=0.1600,False,0.3456,False,top-3 avg score 0.3456 < final_threshold 0.7
DatatypeProperty,has download location,is maintained,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4386; levenshtein=0.1579; semantic=0.4394; sequence_match=0.1290,False,0.3453,False,top-3 avg score 0.3453 < final_threshold 0.7
DatatypeProperty,has download location,license permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4338; levenshtein=0.0476; semantic=0.4878; sequence_match=0.1000,False,0.3405,False,top-3 avg score 0.3405 < final_threshold 0.7
DatatypeProperty,has download location,new features,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3581; levenshtein=0.1053; semantic=0.4561; sequence_match=0.2000,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.7
DatatypeProperty,has support URL,name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.4278; sequence_match=0.1176,False,0.3292,False,top-3 avg score 0.3292 < final_threshold 0.7
DatatypeProperty,has website homepage,download URL,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3687; levenshtein=0.1111; semantic=0.4945; sequence_match=0.0690,False,0.3248,False,top-3 avg score 0.3248 < final_threshold 0.7
DatatypeProperty,has release date,documentation URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3562; levenshtein=0.1250; semantic=0.4110; sequence_match=0.2000,False,0.3224,False,top-3 avg score 0.3224 < final_threshold 0.7
DatatypeProperty,has download location,license name,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3581; levenshtein=0.1053; semantic=0.4955; sequence_match=0.0667,False,0.3196,False,top-3 avg score 0.3196 < final_threshold 0.7
DatatypeProperty,has support URL,file extension,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2692; levenshtein=0.0000; semantic=0.5220; sequence_match=0.1538,False,0.315,False,top-3 avg score 0.3150 < final_threshold 0.7
DatatypeProperty,has support URL,license name,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3893; levenshtein=0.0000; semantic=0.4662; sequence_match=0.0833,False,0.3129,False,top-3 avg score 0.3129 < final_threshold 0.7
DatatypeProperty,has download location,name,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4468; sequence_match=0.0870,False,0.3068,False,top-3 avg score 0.3068 < final_threshold 0.7
